application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0839,< 0 DM,24,Critical or other credit,Used car,2957,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings or life insurance,63,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,62,High review
APP-0840,No checking account,24,Critical or other credit,Radio or television,2611,< 100 DM,>= 7 years,4,Male married or widowed,Co-applicant,3,Real estate,46,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,38,Medium review
APP-0841,< 0 DM,36,Existing paid duly,Furniture or equipment,5179,< 100 DM,4 to 7 years,4,Male single,None,2,Building society savings or life insurance,29,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,79,High review
APP-0842,No checking account,21,Past delay,Used car,2993,< 100 DM,1 to 4 years,3,Male single,None,2,Real estate,28,Stores,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,63,High review
APP-0843,No checking account,18,Existing paid duly,Repairs,1943,< 100 DM,< 1 year,4,Female divorced or married,None,4,Real estate,23,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,57,Medium review
APP-0844,No checking account,24,All paid at this bank,Business,1559,< 100 DM,4 to 7 years,4,Male single,None,4,Car or other property,50,Bank,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,48,Medium review
APP-0845,No checking account,18,Existing paid duly,Furniture or equipment,3422,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings or life insurance,47,Bank,Own,3,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,40,Medium review
APP-0846,0 to 200 DM,21,Existing paid duly,Furniture or equipment,3976,Unknown or none,4 to 7 years,2,Male single,None,3,Car or other property,35,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,48,Medium review
APP-0847,No checking account,18,Existing paid duly,New car,6761,Unknown or none,1 to 4 years,2,Male single,None,4,Car or other property,68,None,Rent,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,50+,41,Medium review
APP-0848,No checking account,24,Existing paid duly,New car,1249,< 100 DM,< 1 year,4,Male married or widowed,None,2,Real estate,28,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,49,Medium review
APP-0849,< 0 DM,9,Existing paid duly,Radio or television,1364,< 100 DM,4 to 7 years,3,Male single,None,4,Real estate,59,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,57,Medium review
APP-0850,< 0 DM,12,Existing paid duly,Radio or television,709,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,57,Stores,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,50+,55,Medium review
APP-0851,< 0 DM,20,Critical or other credit,New car,2235,< 100 DM,1 to 4 years,4,Male married or widowed,Guarantor,2,Building society savings or life insurance,33,Bank,Rent,2,Skilled employee,1,No phone,Not foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,71,High review
APP-0852,No checking account,24,Critical or other credit,Used car,4042,Unknown or none,4 to 7 years,3,Male single,None,4,Building society savings or life insurance,43,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,36,Medium review
APP-0853,No checking account,15,Critical or other credit,Radio or television,1471,< 100 DM,1 to 4 years,4,Male single,None,4,Unknown or no property,35,None,For free,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,39,Medium review
APP-0854,< 0 DM,18,All paid at this bank,New car,1442,< 100 DM,4 to 7 years,4,Male single,None,4,Unknown or no property,32,None,For free,2,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,25 to 34,72,High review
APP-0855,No checking account,36,Past delay,New car,10875,< 100 DM,>= 7 years,2,Male single,None,2,Car or other property,45,None,Own,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,35 to 49,67,High review
APP-0856,No checking account,24,Existing paid duly,New car,1474,100 to 500 DM,< 1 year,4,Male married or widowed,None,3,Real estate,33,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,43,Medium review
APP-0857,No checking account,10,Existing paid duly,Retraining,894,Unknown or none,4 to 7 years,4,Female divorced or married,None,3,Building society savings or life insurance,40,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,25,Low review
APP-0858,No checking account,15,Critical or other credit,Furniture or equipment,3343,< 100 DM,1 to 4 years,4,Male single,None,2,Unknown or no property,28,None,For free,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,47,Medium review
APP-0859,< 0 DM,15,Existing paid duly,New car,3959,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Building society savings or life insurance,29,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,73,High review
APP-0860,No checking account,9,Existing paid duly,New car,3577,100 to 500 DM,1 to 4 years,1,Male single,Guarantor,2,Real estate,26,None,Rent,1,Skilled employee,2,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,38,Medium review
APP-0861,No checking account,24,Critical or other credit,Used car,5804,>= 1000 DM,1 to 4 years,4,Male single,None,2,Real estate,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,38,Medium review
APP-0862,No checking account,18,Past delay,Business,2169,< 100 DM,1 to 4 years,4,Male married or widowed,None,2,Car or other property,28,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,63,High review
APP-0863,< 0 DM,24,Existing paid duly,Radio or television,2439,< 100 DM,< 1 year,4,Female divorced or married,None,4,Real estate,35,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,73,High review
APP-0864,No checking account,27,Critical or other credit,Furniture or equipment,4526,>= 1000 DM,< 1 year,4,Male single,None,2,Real estate,32,Stores,Own,2,Unskilled resident,2,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,47,Medium review
APP-0865,No checking account,10,Existing paid duly,Furniture or equipment,2210,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,25,Bank,Rent,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,25 to 34,44,Medium review
APP-0866,No checking account,15,Existing paid duly,Furniture or equipment,2221,500 to 1000 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,20,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,43,Medium review
APP-0867,< 0 DM,18,Existing paid duly,Radio or television,2389,< 100 DM,< 1 year,4,Female divorced or married,None,1,Car or other property,27,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,77,High review
APP-0868,No checking account,12,Critical or other credit,Furniture or equipment,3331,< 100 DM,>= 7 years,2,Male single,None,4,Building society savings or life insurance,42,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,33,Low review
APP-0869,No checking account,36,Existing paid duly,Business,7409,Unknown or none,>= 7 years,3,Male single,None,2,Building society savings or life insurance,37,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,41,Medium review
APP-0870,< 0 DM,12,Existing paid duly,Furniture or equipment,652,< 100 DM,>= 7 years,4,Female divorced or married,None,4,Building society savings or life insurance,24,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,63,High review
APP-0871,No checking account,36,Past delay,Furniture or equipment,7678,500 to 1000 DM,4 to 7 years,2,Female divorced or married,None,4,Car or other property,40,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,55,Medium review
APP-0872,>= 200 DM,6,Critical or other credit,New car,1343,< 100 DM,>= 7 years,1,Male single,None,4,Real estate,46,None,Own,2,Skilled employee,2,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,33,Low review
APP-0873,< 0 DM,24,Critical or other credit,Business,1382,100 to 500 DM,4 to 7 years,4,Male single,None,1,Real estate,26,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,58,Medium review
APP-0874,No checking account,15,Existing paid duly,Domestic appliances,874,Unknown or none,< 1 year,4,Female divorced or married,None,1,Real estate,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,< 25,45,Medium review
APP-0875,< 0 DM,12,Existing paid duly,Furniture or equipment,3590,< 100 DM,1 to 4 years,2,Male single,Co-applicant,2,Building society savings or life insurance,29,None,Own,1,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,68,High review
APP-0876,0 to 200 DM,11,Critical or other credit,New car,1322,>= 1000 DM,1 to 4 years,4,Female divorced or married,None,4,Car or other property,40,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,35,Medium review
APP-0877,< 0 DM,18,All paid at this bank,Radio or television,1940,< 100 DM,< 1 year,3,Male single,Co-applicant,4,Unknown or no property,36,Bank,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,79,High review
APP-0878,No checking account,36,Existing paid duly,Radio or television,3595,< 100 DM,>= 7 years,4,Male single,None,2,Car or other property,28,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,49,Medium review
APP-0879,< 0 DM,9,Existing paid duly,New car,1422,< 100 DM,< 1 year,3,Male single,None,2,Unknown or no property,27,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,68,High review
APP-0880,No checking account,30,Critical or other credit,Radio or television,6742,Unknown or none,4 to 7 years,2,Male single,None,3,Building society savings or life insurance,36,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,41,Medium review
APP-0881,No checking account,24,Existing paid duly,Used car,7814,< 100 DM,4 to 7 years,3,Male single,None,3,Car or other property,38,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,46,Medium review
APP-0882,No checking account,24,Existing paid duly,Used car,9277,Unknown or none,1 to 4 years,2,Male divorced,None,4,Unknown or no property,48,None,For free,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",13 to 24 months,35 to 49,45,Medium review
APP-0883,0 to 200 DM,30,Critical or other credit,New car,2181,Unknown or none,>= 7 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,35 to 49,49,Medium review
APP-0884,No checking account,18,Critical or other credit,Radio or television,1098,< 100 DM,Unemployed,4,Female divorced or married,None,4,Car or other property,65,None,Own,2,Unemployed or unskilled nonresident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,50+,47,Medium review
APP-0885,0 to 200 DM,24,Existing paid duly,Furniture or equipment,4057,< 100 DM,4 to 7 years,3,Male divorced,None,3,Car or other property,43,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,60,High review
APP-0886,< 0 DM,12,Existing paid duly,Education,795,< 100 DM,< 1 year,4,Female divorced or married,None,4,Building society savings or life insurance,53,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,50+,64,High review
APP-0887,0 to 200 DM,24,Critical or other credit,Business,2825,Unknown or none,4 to 7 years,4,Male single,None,3,Unknown or no property,34,None,Own,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,50,Medium review
APP-0888,0 to 200 DM,48,Existing paid duly,Business,15672,< 100 DM,1 to 4 years,2,Male single,None,2,Car or other property,23,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,< 25,85,High review
APP-0889,No checking account,36,Critical or other credit,New car,6614,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,34,None,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,51,Medium review
APP-0890,No checking account,28,All paid at this bank,Used car,7824,Unknown or none,< 1 year,3,Male single,Guarantor,4,Real estate,40,Bank,Rent,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,56,Medium review
APP-0891,< 0 DM,27,Critical or other credit,Business,2442,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,43,Stores,Own,4,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,35 to 49,67,High review
APP-0892,No checking account,15,Critical or other credit,Radio or television,1829,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,46,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,38,Medium review
APP-0893,< 0 DM,12,Critical or other credit,New car,2171,< 100 DM,1 to 4 years,4,Male single,None,4,Building society savings or life insurance,38,Bank,Own,2,Unskilled resident,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,62,High review
APP-0894,0 to 200 DM,36,Critical or other credit,Used car,5800,< 100 DM,1 to 4 years,3,Male single,None,4,Car or other property,34,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,70,High review
APP-0895,No checking account,18,Critical or other credit,Radio or television,1169,Unknown or none,1 to 4 years,4,Male single,None,3,Building society savings or life insurance,29,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,35,Medium review
APP-0896,No checking account,36,Past delay,Used car,8947,Unknown or none,4 to 7 years,3,Male single,None,2,Car or other property,31,Stores,Own,1,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,25 to 34,65,High review
APP-0897,< 0 DM,21,Existing paid duly,Radio or television,2606,< 100 DM,< 1 year,4,Female divorced or married,None,4,Building society savings or life insurance,28,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,77,High review
APP-0898,No checking account,12,Critical or other credit,Furniture or equipment,1592,>= 1000 DM,4 to 7 years,3,Female divorced or married,None,2,Building society savings or life insurance,35,None,Own,1,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,22,Low review
APP-0899,No checking account,15,Existing paid duly,Furniture or equipment,2186,Unknown or none,4 to 7 years,1,Female divorced or married,None,4,Real estate,33,Bank,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,38,Medium review
APP-0900,< 0 DM,18,Existing paid duly,Furniture or equipment,4153,< 100 DM,1 to 4 years,2,Male single,Co-applicant,3,Car or other property,42,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,73,High review
APP-0901,< 0 DM,16,Critical or other credit,New car,2625,< 100 DM,>= 7 years,2,Male single,Guarantor,4,Building society savings or life insurance,43,Bank,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,62,High review
APP-0902,No checking account,20,Critical or other credit,New car,3485,Unknown or none,< 1 year,2,Male divorced,None,4,Real estate,44,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,39,Medium review
APP-0903,No checking account,36,Critical or other credit,Used car,10477,Unknown or none,>= 7 years,2,Male single,None,4,Unknown or no property,42,None,For free,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,35 to 49,43,Medium review
APP-0904,No checking account,15,Existing paid duly,Radio or television,1386,Unknown or none,1 to 4 years,4,Male married or widowed,None,2,Real estate,40,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,33,Low review
APP-0905,No checking account,24,Existing paid duly,Radio or television,1278,< 100 DM,>= 7 years,4,Male single,None,1,Real estate,36,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,36,Medium review
APP-0906,< 0 DM,12,Existing paid duly,Radio or television,1107,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,20,None,Rent,1,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,68,High review
APP-0907,< 0 DM,21,Existing paid duly,New car,3763,Unknown or none,4 to 7 years,2,Male single,Co-applicant,2,Real estate,24,None,Own,1,Unskilled resident,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,66,High review
APP-0908,0 to 200 DM,36,Existing paid duly,Education,3711,Unknown or none,1 to 4 years,2,Male married or widowed,None,2,Car or other property,27,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,60,High review
APP-0909,No checking account,15,Past delay,Used car,3594,< 100 DM,< 1 year,1,Female divorced or married,None,2,Building society savings or life insurance,46,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,63,High review
APP-0910,0 to 200 DM,9,Existing paid duly,New car,3195,Unknown or none,1 to 4 years,1,Female divorced or married,None,2,Real estate,33,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,50,Medium review
APP-0911,No checking account,36,Past delay,Radio or television,4454,< 100 DM,1 to 4 years,4,Female divorced or married,None,4,Real estate,34,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,72,High review
APP-0912,0 to 200 DM,24,Critical or other credit,Furniture or equipment,4736,< 100 DM,< 1 year,2,Female divorced or married,None,4,Car or other property,25,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,25 to 34,69,High review
APP-0913,0 to 200 DM,30,Existing paid duly,Radio or television,2991,Unknown or none,>= 7 years,2,Female divorced or married,None,4,Car or other property,25,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,55,Medium review
APP-0914,No checking account,11,Existing paid duly,Business,2142,>= 1000 DM,>= 7 years,1,Male divorced,None,2,Real estate,28,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,26,Low review
APP-0915,< 0 DM,24,All paid at this bank,Business,3161,< 100 DM,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,31,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,79,High review
APP-0916,0 to 200 DM,48,No prior credit,Other,18424,< 100 DM,1 to 4 years,1,Female divorced or married,None,2,Building society savings or life insurance,32,Bank,Own,1,Management or highly qualified,1,Phone registered,Not foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,25 to 34,93,High review
APP-0917,No checking account,10,Existing paid duly,Used car,2848,100 to 500 DM,1 to 4 years,1,Male single,Co-applicant,2,Real estate,32,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,38,Medium review
APP-0918,< 0 DM,6,Existing paid duly,New car,14896,< 100 DM,>= 7 years,1,Male single,None,4,Unknown or no property,68,Bank,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",Up to 12 months,50+,67,High review
APP-0919,< 0 DM,24,Existing paid duly,Furniture or equipment,2359,100 to 500 DM,Unemployed,1,Male divorced,None,1,Building society savings or life insurance,33,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,75,High review
APP-0920,< 0 DM,24,Existing paid duly,Furniture or equipment,3345,< 100 DM,>= 7 years,4,Male single,None,2,Building society savings or life insurance,39,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,64,High review
APP-0921,No checking account,18,Critical or other credit,Furniture or equipment,1817,< 100 DM,1 to 4 years,4,Female divorced or married,None,2,Unknown or no property,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,47,Medium review
APP-0922,No checking account,48,Past delay,Radio or television,12749,500 to 1000 DM,4 to 7 years,4,Male single,None,1,Car or other property,37,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,64,High review
APP-0923,< 0 DM,9,Existing paid duly,Radio or television,1366,< 100 DM,< 1 year,3,Female divorced or married,None,4,Building society savings or life insurance,22,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,72,High review
APP-0924,0 to 200 DM,12,Existing paid duly,New car,2002,< 100 DM,4 to 7 years,3,Male single,None,4,Building society savings or life insurance,30,None,Rent,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,55,Medium review
APP-0925,< 0 DM,24,All paid at this bank,Furniture or equipment,6872,< 100 DM,< 1 year,2,Male divorced,None,1,Building society savings or life insurance,55,Bank,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,50+,83,High review
APP-0926,< 0 DM,12,All paid at this bank,New car,697,< 100 DM,< 1 year,4,Male single,None,2,Car or other property,46,Bank,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,35 to 49,70,High review
APP-0927,< 0 DM,18,Critical or other credit,Furniture or equipment,1049,< 100 DM,< 1 year,4,Female divorced or married,None,4,Building society savings or life insurance,21,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,< 25,75,High review
APP-0928,< 0 DM,48,Existing paid duly,Used car,10297,< 100 DM,4 to 7 years,4,Male single,None,4,Unknown or no property,39,Stores,For free,3,Skilled employee,2,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",More than 36 months,35 to 49,84,High review
APP-0929,No checking account,30,Existing paid duly,Radio or television,1867,Unknown or none,>= 7 years,4,Male single,None,4,Car or other property,58,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,50+,37,Medium review
APP-0930,< 0 DM,12,Past delay,New car,1344,< 100 DM,1 to 4 years,4,Male single,None,2,Real estate,43,None,Own,2,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,74,High review
APP-0931,< 0 DM,24,Existing paid duly,Furniture or equipment,1747,< 100 DM,< 1 year,4,Male single,Co-applicant,1,Building society savings or life insurance,24,None,Own,1,Unskilled resident,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,81,High review
APP-0932,0 to 200 DM,9,Existing paid duly,Radio or television,1670,< 100 DM,< 1 year,4,Female divorced or married,None,2,Car or other property,22,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,< 25,66,High review
APP-0933,No checking account,9,Critical or other credit,New car,1224,< 100 DM,1 to 4 years,3,Male single,None,1,Real estate,30,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,38,Medium review
APP-0934,No checking account,12,Critical or other credit,Radio or television,522,500 to 1000 DM,>= 7 years,4,Male single,None,4,Building society savings or life insurance,42,None,Own,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,19,Low review
APP-0935,< 0 DM,12,Existing paid duly,Radio or television,1498,< 100 DM,1 to 4 years,4,Female divorced or married,None,1,Car or other property,23,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,68,High review
APP-0936,0 to 200 DM,30,Past delay,Radio or television,1919,100 to 500 DM,< 1 year,4,Male single,None,3,Unknown or no property,30,Stores,Own,2,Management or highly qualified,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,80,High review
APP-0937,>= 200 DM,9,Existing paid duly,Radio or television,745,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Real estate,28,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,44,Medium review
APP-0938,0 to 200 DM,6,Existing paid duly,Radio or television,2063,< 100 DM,< 1 year,4,Male married or widowed,None,3,Car or other property,30,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,62,High review
APP-0939,0 to 200 DM,60,Existing paid duly,Education,6288,< 100 DM,1 to 4 years,4,Male single,None,4,Unknown or no property,42,None,For free,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,35 to 49,73,High review
APP-0940,No checking account,24,Critical or other credit,Used car,6842,Unknown or none,1 to 4 years,2,Male single,None,4,Building society savings or life insurance,46,None,Own,2,Management or highly qualified,2,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,39,Medium review
